row	occurrence_error	id	institutionID	datasetID	institutionCode	collectionCode	datasetName	basisOfRecord	occurrenceID	organismQuantity	organismQuantityType	previousIdentifications	associatedSequences	materialSampleID	eventID	eventDate	samplingProtocol	sampleSizeValue	sampleSizeUnit	verbatimLocality	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	geodeticDatum	dateIdentified	identificationReferences	identificationRemarks	taxonID	scientificName	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	taxonRank	taxonRemarks
2058	Potential duplicate record	KTH-2013-Baltic-16S:16S_13:736b0de0f4dd2e3783395629c201643a	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_13:736b0de0f4dd2e3783395629c201643a	99	DNA sequence reads	By data provider: Unassigned||||||||; By ASV portal: Bacteria|Actinobacteriota|Actinomycetia|Mycobacteriales|Mycobacteriaceae|Mycobacterium|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202028	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724525	KTH-2013-Baltic-16S:16S_13	2013-07-16T17:47	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	93914	DNA sequence reads	Bothnian Bay	3	3	63.556	20.873	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 0.99	ASV:736b0de0f4dd2e3783395629c201643a	Mycobacterium	Bacteria	Actinobacteriota	Mycobacteriales	Actinomycetia	Mycobacteriaceae	Mycobacterium			genus	Domain = 'Bacteria'
2053	Potential duplicate record	KTH-2013-Baltic-16S:16S_13:76cb5b68cdfe43e28e1c81a77777ae87	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_13:76cb5b68cdfe43e28e1c81a77777ae87	58	DNA sequence reads	By data provider: Bacteria|Cyanobacteria|Cyanobacteriia|Cyanobacteriales|Coleofasciculaceae|SIO2C1|||; By ASV portal: Bacteria||||||||	https://www.ebi.ac.uk/ena/browser/view/ERR1202028	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724525	KTH-2013-Baltic-16S:16S_13	2013-07-16T17:47	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	93914	DNA sequence reads	Bothnian Bay	3	3	63.556	20.873	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 1	ASV:76cb5b68cdfe43e28e1c81a77777ae87	Bacteria	Bacteria								kingdom	Domain = 'Bacteria'
2247	Potential duplicate record	KTH-2013-Baltic-16S:16S_13:7a765c12d4bc9cb8fc68c558cb733069	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_13:7a765c12d4bc9cb8fc68c558cb733069	10	DNA sequence reads	By data provider: Bacteria|Proteobacteria|Gammaproteobacteria|Legionellales|Legionellaceae||||; By ASV portal: Bacteria|Proteobacteria|Gammaproteobacteria|Legionellales|Legionellaceae||||	https://www.ebi.ac.uk/ena/browser/view/ERR1202028	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724525	KTH-2013-Baltic-16S:16S_13	2013-07-16T17:47	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	93914	DNA sequence reads	Bothnian Bay	3	3	63.556	20.873	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 1	ASV:7a765c12d4bc9cb8fc68c558cb733069	Legionellaceae	Bacteria	Proteobacteria	Legionellales	Gammaproteobacteria	Legionellaceae				family	Domain = 'Bacteria'
2037	Potential duplicate record	KTH-2013-Baltic-16S:16S_13:7d82ff0c23d1ee4aca880bf691329879	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_13:7d82ff0c23d1ee4aca880bf691329879	65	DNA sequence reads	By data provider: Bacteria|Actinobacteriota|Thermoleophilia|Gaiellales|F1-60-MAGs149|F1-60-MAGs149|sp009694475||; By ASV portal: Bacteria|Actinobacteriota|Thermoleophilia|Gaiellales|F1-60-MAGs149|F1-60-MAGs149|sp009694475||	https://www.ebi.ac.uk/ena/browser/view/ERR1202028	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724525	KTH-2013-Baltic-16S:16S_13	2013-07-16T17:47	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	93914	DNA sequence reads	Bothnian Bay	3	3	63.556	20.873	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy:addSpecies annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 1	ASV:7d82ff0c23d1ee4aca880bf691329879	F1-60-MAGs149 sp009694475	Bacteria	Actinobacteriota	Gaiellales	Thermoleophilia	F1-60-MAGs149	F1-60-MAGs149	sp009694475		species	Domain = 'Bacteria'
2330	Potential duplicate record	KTH-2013-Baltic-16S:16S_13:7ea649467d2401cd8d14e863f9c67a40	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_13:7ea649467d2401cd8d14e863f9c67a40	2	DNA sequence reads	By data provider: Bacteria|Planctomycetota|Planctomycetes|Gemmatales|Gemmataceae|UBA969|||; By ASV portal: Bacteria|Planctomycetota|Planctomycetia|Gemmatales|Gemmataceae|UBA969|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202028	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724525	KTH-2013-Baltic-16S:16S_13	2013-07-16T17:47	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	93914	DNA sequence reads	Bothnian Bay	3	3	63.556	20.873	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 1	ASV:7ea649467d2401cd8d14e863f9c67a40	UBA969	Bacteria	Planctomycetota	Gemmatales	Planctomycetia	Gemmataceae	UBA969			genus	Domain = 'Bacteria'
2292	Potential duplicate record	KTH-2013-Baltic-16S:16S_13:7fb8b7a0856d4c9544e94207aa6dfd93	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_13:7fb8b7a0856d4c9544e94207aa6dfd93	11	DNA sequence reads	By data provider: Bacteria|Cyanobacteria|Cyanobacteriia|Cyanobacteriales|Coleofasciculaceae|SIO2C1|||; By ASV portal: Bacteria|Cyanobacteria|Cyanobacteriia||||||	https://www.ebi.ac.uk/ena/browser/view/ERR1202028	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724525	KTH-2013-Baltic-16S:16S_13	2013-07-16T17:47	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	93914	DNA sequence reads	Bothnian Bay	3	3	63.556	20.873	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 0.81	ASV:7fb8b7a0856d4c9544e94207aa6dfd93	Cyanobacteriia	Bacteria	Cyanobacteria		Cyanobacteriia					class	Domain = 'Bacteria'
2146	Potential duplicate record	KTH-2013-Baltic-16S:16S_13:7fba71f2cee61cd27395a6aa9116152d	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_13:7fba71f2cee61cd27395a6aa9116152d	7	DNA sequence reads	By data provider: Bacteria|Bacteroidota|Bacteroidia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|||; By ASV portal: Bacteria|Bacteroidota|Bacteroidia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202028	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724525	KTH-2013-Baltic-16S:16S_13	2013-07-16T17:47	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	93914	DNA sequence reads	Bothnian Bay	3	3	63.556	20.873	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 1	ASV:7fba71f2cee61cd27395a6aa9116152d	Flavobacterium	Bacteria	Bacteroidota	Flavobacteriales	Bacteroidia	Flavobacteriaceae	Flavobacterium			genus	Domain = 'Bacteria'
1968	Potential duplicate record	KTH-2013-Baltic-16S:16S_13:8433ab80b090eb15e829f8a7cdde40cf	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_13:8433ab80b090eb15e829f8a7cdde40cf	12	DNA sequence reads	By data provider: Unassigned||||||||; By ASV portal: Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|Burkholderiaceae|NBD-18|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202028	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724525	KTH-2013-Baltic-16S:16S_13	2013-07-16T17:47	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	93914	DNA sequence reads	Bothnian Bay	3	3	63.556	20.873	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 0.87	ASV:8433ab80b090eb15e829f8a7cdde40cf	NBD-18	Bacteria	Proteobacteria	Burkholderiales	Gammaproteobacteria	Burkholderiaceae	NBD-18			genus	Domain = 'Bacteria'
2333	Potential duplicate record	KTH-2013-Baltic-16S:16S_13:8c40e67ee4c8564140f24ebee666356a	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_13:8c40e67ee4c8564140f24ebee666356a	1	DNA sequence reads	By data provider: Bacteria|Bacteroidota|Bacteroidia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|||; By ASV portal: Bacteria|Bacteroidota|Bacteroidia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202028	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724525	KTH-2013-Baltic-16S:16S_13	2013-07-16T17:47	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	93914	DNA sequence reads	Bothnian Bay	3	3	63.556	20.873	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 1	ASV:8c40e67ee4c8564140f24ebee666356a	Flavobacterium	Bacteria	Bacteroidota	Flavobacteriales	Bacteroidia	Flavobacteriaceae	Flavobacterium			genus	Domain = 'Bacteria'
1931	Potential duplicate record	KTH-2013-Baltic-16S:16S_13:8e0a4283c42957f32d62c18eafa62891	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_13:8e0a4283c42957f32d62c18eafa62891	154	DNA sequence reads	By data provider: Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|||||; By ASV portal: Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|Burkholderiaceae|NBD-18|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202028	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724525	KTH-2013-Baltic-16S:16S_13	2013-07-16T17:47	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	93914	DNA sequence reads	Bothnian Bay	3	3	63.556	20.873	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 0.87	ASV:8e0a4283c42957f32d62c18eafa62891	NBD-18	Bacteria	Proteobacteria	Burkholderiales	Gammaproteobacteria	Burkholderiaceae	NBD-18			genus	Domain = 'Bacteria'
1834	Potential duplicate record	KTH-2013-Baltic-16S:16S_13:93185103563e99d5dbd1111548078ed7	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_13:93185103563e99d5dbd1111548078ed7	1117	DNA sequence reads	By data provider: Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|Burkholderiaceae|Limnohabitans_A|||; By ASV portal: Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|||||	https://www.ebi.ac.uk/ena/browser/view/ERR1202028	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724525	KTH-2013-Baltic-16S:16S_13	2013-07-16T17:47	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	93914	DNA sequence reads	Bothnian Bay	3	3	63.556	20.873	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 1	ASV:93185103563e99d5dbd1111548078ed7	Burkholderiales	Bacteria	Proteobacteria	Burkholderiales	Gammaproteobacteria					order	Domain = 'Bacteria'
1810	Potential duplicate record	KTH-2013-Baltic-16S:16S_13:95efad17b5fb6b91274a6ef3c47a098a	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_13:95efad17b5fb6b91274a6ef3c47a098a	381	DNA sequence reads	By data provider: Bacteria|Cyanobacteria|Cyanobacteriia|PCC-6307|Cyanobiaceae||||; By ASV portal: Bacteria|Cyanobacteria|Cyanobacteriia|PCC-6307|Cyanobiaceae||||	https://www.ebi.ac.uk/ena/browser/view/ERR1202028	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724525	KTH-2013-Baltic-16S:16S_13	2013-07-16T17:47	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	93914	DNA sequence reads	Bothnian Bay	3	3	63.556	20.873	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 1	ASV:95efad17b5fb6b91274a6ef3c47a098a	Cyanobiaceae	Bacteria	Cyanobacteria	PCC-6307	Cyanobacteriia	Cyanobiaceae				family	Domain = 'Bacteria'
1813	Potential duplicate record	KTH-2013-Baltic-16S:16S_13:96ff11f3fbe3bfe47f11753d3615eff9	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_13:96ff11f3fbe3bfe47f11753d3615eff9	2139	DNA sequence reads	By data provider: Bacteria|Bacteroidota|Bacteroidia|Chitinophagales|Saprospiraceae||||; By ASV portal: Bacteria|Bacteroidota|Bacteroidia|Chitinophagales|Saprospiraceae||||	https://www.ebi.ac.uk/ena/browser/view/ERR1202028	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724525	KTH-2013-Baltic-16S:16S_13	2013-07-16T17:47	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	93914	DNA sequence reads	Bothnian Bay	3	3	63.556	20.873	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 0.99	ASV:96ff11f3fbe3bfe47f11753d3615eff9	Saprospiraceae	Bacteria	Bacteroidota	Chitinophagales	Bacteroidia	Saprospiraceae				family	Domain = 'Bacteria'
1934	Potential duplicate record	KTH-2013-Baltic-16S:16S_13:9b74ec3e3434eea4deb672a4e44d02ac	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_13:9b74ec3e3434eea4deb672a4e44d02ac	227	DNA sequence reads	By data provider: Bacteria|Bacteroidota|Bacteroidia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|||; By ASV portal: Bacteria|Bacteroidota|Bacteroidia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202028	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724525	KTH-2013-Baltic-16S:16S_13	2013-07-16T17:47	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	93914	DNA sequence reads	Bothnian Bay	3	3	63.556	20.873	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 1	ASV:9b74ec3e3434eea4deb672a4e44d02ac	Flavobacterium	Bacteria	Bacteroidota	Flavobacteriales	Bacteroidia	Flavobacteriaceae	Flavobacterium			genus	Domain = 'Bacteria'
2148	Potential duplicate record	KTH-2013-Baltic-16S:16S_13:9c74ffef5a62e2b4282698f0b6ed561a	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_13:9c74ffef5a62e2b4282698f0b6ed561a	3	DNA sequence reads	By data provider: Bacteria|Actinobacteriota|Actinomycetia|Nanopelagicales|Nanopelagicaceae|Nanopelagicus|||; By ASV portal: Bacteria|Actinobacteriota|Actinomycetia|Nanopelagicales|Nanopelagicaceae|Nanopelagicus|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202028	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724525	KTH-2013-Baltic-16S:16S_13	2013-07-16T17:47	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	93914	DNA sequence reads	Bothnian Bay	3	3	63.556	20.873	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 1	ASV:9c74ffef5a62e2b4282698f0b6ed561a	Nanopelagicus	Bacteria	Actinobacteriota	Nanopelagicales	Actinomycetia	Nanopelagicaceae	Nanopelagicus			genus	Domain = 'Bacteria'
2184	Potential duplicate record	KTH-2013-Baltic-16S:16S_13:9f94e8958e1e278f105a866460b5fc03	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_13:9f94e8958e1e278f105a866460b5fc03	17	DNA sequence reads	By data provider: Bacteria|Proteobacteria|Gammaproteobacteria||||||; By ASV portal: Bacteria|Proteobacteria|Gammaproteobacteria||||||	https://www.ebi.ac.uk/ena/browser/view/ERR1202028	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724525	KTH-2013-Baltic-16S:16S_13	2013-07-16T17:47	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	93914	DNA sequence reads	Bothnian Bay	3	3	63.556	20.873	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 1	ASV:9f94e8958e1e278f105a866460b5fc03	Gammaproteobacteria	Bacteria	Proteobacteria		Gammaproteobacteria					class	Domain = 'Bacteria'
