row	occurrence_error	id	institutionID	datasetID	institutionCode	datasetName	basisOfRecord	occurrenceID	organismQuantity	organismQuantityType	previousIdentifications	associatedSequences	materialSampleID	eventID	eventDate	samplingProtocol	sampleSizeValue	sampleSizeUnit	verbatimLocality	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	geodeticDatum	dateIdentified	identificationReferences	identificationRemarks	taxonID	scientificName	class	order	family	genus	specificEpithet	infraspecificEpithet	taxonRank	taxonRemarks
805	Potential duplicate record	KTH-2013-Baltic-18S:18S_11:098fafdfa4b4ebe38e4967be58288e84	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_11:098fafdfa4b4ebe38e4967be58288e84	28	DNA sequence reads	By data provider: Stramenopiles|Ochrophyta|Chrysophyceae|Chrysophyceae_X|Chrysophyceae_Clade-F|Chrysophyceae_Clade-F_X|Chrysophyceae_Clade-F_X_sp.||; By ASV portal: TSAR|Stramenopiles|Chrysophyceae|Paraphysomonadales|Paraphysomonadales_X|Paraphysomonadales_XX|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202047	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724544	KTH-2013-Baltic-18S:18S_11	2013-07-16T10:49	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	67576	DNA sequence reads	Bothnian Bay	3	3	65.123	24.161	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:098fafdfa4b4ebe38e4967be58288e84	Paraphysomonadales_XX	Paraphysomonadales	Chrysophyceae	Paraphysomonadales_X	Paraphysomonadales_XX			genus	Domain = 'Eukaryota'
587	Potential duplicate record	KTH-2013-Baltic-18S:18S_11:0adcb03bb789d8fa4fe79a095bcaa054	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_11:0adcb03bb789d8fa4fe79a095bcaa054	2401	DNA sequence reads	By data provider: Stramenopiles|Sagenista|Labyrinthulomycetes|Labyrinthulida|Labyrinthulaceae|Labyrinthula|Labyrinthula_sp.||; By ASV portal: TSAR|Stramenopiles|Sagenista|Labyrinthulomycetes|Labyrinthulaceae|Labyrinthula|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202047	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724544	KTH-2013-Baltic-18S:18S_11	2013-07-16T10:49	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	67576	DNA sequence reads	Bothnian Bay	3	3	65.123	24.161	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:0adcb03bb789d8fa4fe79a095bcaa054	Labyrinthula	Labyrinthulomycetes	Sagenista	Labyrinthulaceae	Labyrinthula			genus	Domain = 'Eukaryota'
649	Potential duplicate record	KTH-2013-Baltic-18S:18S_11:0bb2efbd6dcb8d4c60cfc146d9c72b64	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_11:0bb2efbd6dcb8d4c60cfc146d9c72b64	245	DNA sequence reads	By data provider: Hacrobia|Katablepharidophyta|Katablepharidaceae|Katablepharidales|Katablepharidales_X|Katablepharidales_XX|Katablepharidales_XX_sp.||; By ASV portal: Cryptista|Kathablepharidacea|Kathablepharidea|Kathablepharidida|Kathablepharidida_X|Kathablepharidida_XX|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202047	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724544	KTH-2013-Baltic-18S:18S_11	2013-07-16T10:49	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	67576	DNA sequence reads	Bothnian Bay	3	3	65.123	24.161	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:0bb2efbd6dcb8d4c60cfc146d9c72b64	Kathablepharidida_XX	Kathablepharidida	Kathablepharidea	Kathablepharidida_X	Kathablepharidida_XX			genus	Domain = 'Eukaryota'
859	Potential duplicate record	KTH-2013-Baltic-18S:18S_11:0d303c721751af9c823817d16d9b6ff6	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_11:0d303c721751af9c823817d16d9b6ff6	7	DNA sequence reads	By data provider: Stramenopiles|Ochrophyta|Synurophyceae|Synurales|Synurales_X|Synurales_XX|Synurales_XX_sp.||; By ASV portal: TSAR|Stramenopiles|Chrysophyceae|Chrysophyceae_env_clade-I|Chrysophyceae_env_clade-I_X|Chrysophyceae_env_clade-I_XX|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202047	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724544	KTH-2013-Baltic-18S:18S_11	2013-07-16T10:49	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	67576	DNA sequence reads	Bothnian Bay	3	3	65.123	24.161	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:0d303c721751af9c823817d16d9b6ff6	Chrysophyceae_env_clade-I_XX	Chrysophyceae_env_clade-I	Chrysophyceae	Chrysophyceae_env_clade-I_X	Chrysophyceae_env_clade-I_XX			genus	Domain = 'Eukaryota'
779	Potential duplicate record	KTH-2013-Baltic-18S:18S_11:0fb87e157287012204d1d14a865ad7db	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_11:0fb87e157287012204d1d14a865ad7db	38	DNA sequence reads	By data provider: Rhizaria|Cercozoa|Filosa-Imbricatea|Filosa-Imbricatea_X|Novel-clade-2|Novel-clade-2_X|||; By ASV portal: TSAR|Rhizaria|Filosa-Imbricatea|Filosa-Imbricatea_X|Novel-clade-2|Novel-clade-2_X|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202047	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724544	KTH-2013-Baltic-18S:18S_11	2013-07-16T10:49	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	67576	DNA sequence reads	Bothnian Bay	3	3	65.123	24.161	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:0fb87e157287012204d1d14a865ad7db	Novel-clade-2_X	Filosa-Imbricatea_X	Filosa-Imbricatea	Novel-clade-2	Novel-clade-2_X			genus	Domain = 'Eukaryota'
560	Potential duplicate record	KTH-2013-Baltic-18S:18S_11:11b6fa8b8db8901522bcfe2c828dfc5c	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_11:11b6fa8b8db8901522bcfe2c828dfc5c	11	DNA sequence reads	By data provider: Opisthokonta||||||||; By ASV portal: Unassigned||||||||	https://www.ebi.ac.uk/ena/browser/view/ERR1202047	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724544	KTH-2013-Baltic-18S:18S_11	2013-07-16T10:49	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	67576	DNA sequence reads	Bothnian Bay	3	3	65.123	24.161	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 0.99	ASV:11b6fa8b8db8901522bcfe2c828dfc5c	Unassigned							kingdom	Domain = 'Eukaryota'
641	Potential duplicate record	KTH-2013-Baltic-18S:18S_11:12514d6670750c4694e597453a06351a	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_11:12514d6670750c4694e597453a06351a	123	DNA sequence reads	By data provider: Rhizaria|Cercozoa|Novel-clade-10-12|Novel-clade-10|Novel-clade-10_X|Novel-clade-10_XX|Novel-clade-10_XX_sp.||; By ASV portal: TSAR|Rhizaria|Novel-clade-10-12|Novel-clade-10|Novel-clade-10_X|Novel-clade-10_XX|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202047	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724544	KTH-2013-Baltic-18S:18S_11	2013-07-16T10:49	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	67576	DNA sequence reads	Bothnian Bay	3	3	65.123	24.161	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:12514d6670750c4694e597453a06351a	Novel-clade-10_XX	Novel-clade-10	Novel-clade-10-12	Novel-clade-10_X	Novel-clade-10_XX			genus	Domain = 'Eukaryota'
862	Potential duplicate record	KTH-2013-Baltic-18S:18S_11:12e39bc9cf09f2c2d268773c6b953501	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_11:12e39bc9cf09f2c2d268773c6b953501	2	DNA sequence reads	By data provider: Opisthokonta|Fungi|Cryptomycota|Cryptomycotina|Cryptomycotina_X|Cryptomycotina_XX|||; By ASV portal: Obazoa|Opisthokonta|Rozellomycota|Rozellomycota_X|Rozellomycota_XX|Rozellomycota_XXX|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202047	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724544	KTH-2013-Baltic-18S:18S_11	2013-07-16T10:49	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	67576	DNA sequence reads	Bothnian Bay	3	3	65.123	24.161	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:12e39bc9cf09f2c2d268773c6b953501	Rozellomycota_XXX	Rozellomycota_X	Rozellomycota	Rozellomycota_XX	Rozellomycota_XXX			genus	Domain = 'Eukaryota'
667	Potential duplicate record	KTH-2013-Baltic-18S:18S_11:140930f8ef7a867b0211d36762d4b2ce	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_11:140930f8ef7a867b0211d36762d4b2ce	54	DNA sequence reads	By data provider: Stramenopiles|Sagenista|Labyrinthulomycetes|Thraustochytrida|Thraustochytriaceae|Thraustochytriaceae_LAB18|||; By ASV portal: TSAR|Stramenopiles|Sagenista|Labyrinthulomycetes|Thraustochytriaceae|Thraustochytriaceae_LAB18|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202047	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724544	KTH-2013-Baltic-18S:18S_11	2013-07-16T10:49	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	67576	DNA sequence reads	Bothnian Bay	3	3	65.123	24.161	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:140930f8ef7a867b0211d36762d4b2ce	Thraustochytriaceae_LAB18	Labyrinthulomycetes	Sagenista	Thraustochytriaceae	Thraustochytriaceae_LAB18			genus	Domain = 'Eukaryota'
871	Potential duplicate record	KTH-2013-Baltic-18S:18S_11:16429de0502b78b0c52e0a4b68412496	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_11:16429de0502b78b0c52e0a4b68412496	6	DNA sequence reads	By data provider: Alveolata|Ciliophora|CONThreeP|CONThreeP_X|CONThreeP_XX|Askenasia|Askenasia_sp.||; By ASV portal: TSAR|Alveolata|CONThreeP|CONThreeP_X|CONThreeP_XX|Askenasia|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202047	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724544	KTH-2013-Baltic-18S:18S_11	2013-07-16T10:49	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	67576	DNA sequence reads	Bothnian Bay	3	3	65.123	24.161	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 0.99	ASV:16429de0502b78b0c52e0a4b68412496	Askenasia	CONThreeP_X	CONThreeP	CONThreeP_XX	Askenasia			genus	Domain = 'Eukaryota'
892	Potential duplicate record	KTH-2013-Baltic-18S:18S_11:176a55beca5e54db19f645bf902fb73c	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_11:176a55beca5e54db19f645bf902fb73c	3	DNA sequence reads	By data provider: ||||||||; By ASV portal: Unassigned||||||||	https://www.ebi.ac.uk/ena/browser/view/ERR1202047	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724544	KTH-2013-Baltic-18S:18S_11	2013-07-16T10:49	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	67576	DNA sequence reads	Bothnian Bay	3	3	65.123	24.161	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 0	ASV:176a55beca5e54db19f645bf902fb73c	Unassigned							kingdom	
644	Potential duplicate record	KTH-2013-Baltic-18S:18S_11:19261bb10a545537412eb1d3bfd68e93	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_11:19261bb10a545537412eb1d3bfd68e93	91	DNA sequence reads	By data provider: Stramenopiles|Sagenista|Labyrinthulomycetes|Thraustochytrida|Thraustochytriaceae|Thraustochytriaceae_LAB18|||; By ASV portal: TSAR|Stramenopiles|Sagenista|Labyrinthulomycetes|Thraustochytriaceae|Thraustochytriaceae_LAB18|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202047	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724544	KTH-2013-Baltic-18S:18S_11	2013-07-16T10:49	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	67576	DNA sequence reads	Bothnian Bay	3	3	65.123	24.161	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:19261bb10a545537412eb1d3bfd68e93	Thraustochytriaceae_LAB18	Labyrinthulomycetes	Sagenista	Thraustochytriaceae	Thraustochytriaceae_LAB18			genus	Domain = 'Eukaryota'
613	Potential duplicate record	KTH-2013-Baltic-18S:18S_11:199060a2fd83642df26017bd35fae39b	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_11:199060a2fd83642df26017bd35fae39b	102	DNA sequence reads	By data provider: Alveolata|Ciliophora|CONThreeP|CONThreeP_X|CONThreeP_XX|Askenasia|||; By ASV portal: TSAR|Alveolata|CONThreeP|CONThreeP_X|CONThreeP_XX|Askenasia|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202047	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724544	KTH-2013-Baltic-18S:18S_11	2013-07-16T10:49	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	67576	DNA sequence reads	Bothnian Bay	3	3	65.123	24.161	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 0.71	ASV:199060a2fd83642df26017bd35fae39b	Askenasia	CONThreeP_X	CONThreeP	CONThreeP_XX	Askenasia			genus	Domain = 'Eukaryota'
690	Potential duplicate record	KTH-2013-Baltic-18S:18S_11:1b94e185f1d1bdd911ab0539fb605cc7	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_11:1b94e185f1d1bdd911ab0539fb605cc7	66	DNA sequence reads	By data provider: Opisthokonta|Choanoflagellida|Choanoflagellatea|Craspedida|Monosigidae_Group_M|Monosigidae_Group_M_X|||; By ASV portal: Obazoa|Opisthokonta|Choanoflagellatea|Craspedida|Monosigidae_Group_M|Monosigidae_Group_M_X|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202047	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724544	KTH-2013-Baltic-18S:18S_11	2013-07-16T10:49	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	67576	DNA sequence reads	Bothnian Bay	3	3	65.123	24.161	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:1b94e185f1d1bdd911ab0539fb605cc7	Monosigidae_Group_M_X	Craspedida	Choanoflagellatea	Monosigidae_Group_M	Monosigidae_Group_M_X			genus	Domain = 'Eukaryota'
707	Potential duplicate record	KTH-2013-Baltic-18S:18S_11:1e85ecd1456db2498010ac82a5ffd521	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_11:1e85ecd1456db2498010ac82a5ffd521	43	DNA sequence reads	By data provider: Alveolata|Ciliophora|CONThreeP|CONThreeP_X|CONThreeP_XX|Askenasia|||; By ASV portal: TSAR|Alveolata|CONThreeP|CONThreeP_X|CONThreeP_XX|Askenasia|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202047	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724544	KTH-2013-Baltic-18S:18S_11	2013-07-16T10:49	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	67576	DNA sequence reads	Bothnian Bay	3	3	65.123	24.161	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 0.71	ASV:1e85ecd1456db2498010ac82a5ffd521	Askenasia	CONThreeP_X	CONThreeP	CONThreeP_XX	Askenasia			genus	Domain = 'Eukaryota'
706	Potential duplicate record	KTH-2013-Baltic-18S:18S_11:1f8bb538035408bc5844f7c5fbb41211	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_11:1f8bb538035408bc5844f7c5fbb41211	16	DNA sequence reads	By data provider: Alveolata|Ciliophora|Spirotrichea|Choreotrichida|Strobilidiidae_C|Strobilidiidae_C_X|Strobilidiidae_C_X_sp.||; By ASV portal: TSAR|Alveolata|Spirotrichea|Choreotrichida|Strobilidiidae|Strobilidiidae_X|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202047	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724544	KTH-2013-Baltic-18S:18S_11	2013-07-16T10:49	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	67576	DNA sequence reads	Bothnian Bay	3	3	65.123	24.161	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:1f8bb538035408bc5844f7c5fbb41211	Strobilidiidae_X	Choreotrichida	Spirotrichea	Strobilidiidae	Strobilidiidae_X			genus	Domain = 'Eukaryota'
598	Potential duplicate record	KTH-2013-Baltic-18S:18S_11:20354c50a6ae82dbbe93dcc08b4b467e	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_11:20354c50a6ae82dbbe93dcc08b4b467e	827	DNA sequence reads	By data provider: Alveolata|Ciliophora|Spirotrichea|Choreotrichida|Strobilidiidae_B|Strobilidiidae_B_X|Strobilidiidae_B_X_sp.||; By ASV portal: TSAR|Alveolata|Spirotrichea|Choreotrichida|Strobilidiidae|Strobilidiidae_X|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202047	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724544	KTH-2013-Baltic-18S:18S_11	2013-07-16T10:49	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	67576	DNA sequence reads	Bothnian Bay	3	3	65.123	24.161	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:20354c50a6ae82dbbe93dcc08b4b467e	Strobilidiidae_X	Choreotrichida	Spirotrichea	Strobilidiidae	Strobilidiidae_X			genus	Domain = 'Eukaryota'
