row	occurrence_error	id	institutionID	datasetID	institutionCode	datasetName	basisOfRecord	occurrenceID	organismQuantity	organismQuantityType	previousIdentifications	associatedSequences	materialSampleID	eventID	eventDate	samplingProtocol	sampleSizeValue	sampleSizeUnit	country	verbatimLocality	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	geodeticDatum	dateIdentified	identificationReferences	identificationRemarks	taxonID	scientificName	class	order	family	genus	specificEpithet	infraspecificEpithet	taxonRank	taxonRemarks
7157	Potential duplicate record	GU-2022-Wallhamn-18S:plankton2_9SEP_18S:Wallhamn_ASV_1243	https://ror.org/01tm6cn81	GU-2022-Wallhamn-18S	GU	18S Metabarcoding Genetic Observations of Marine Species in the Port of Wallhamn, Sweden (2022)	MaterialSample	GU-2022-Wallhamn-18S:plankton2_9SEP_18S:Wallhamn_ASV_1243	1	DNA sequence reads	By data provider: Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Paracalanus|Paracalanus_parvus||; By ASV portal: Obazoa|Opisthokonta|Arthropoda|Crustacea|Maxillopoda|Paracalanus|parvus||	https://www.ebi.ac.uk/ena/browser/view/ERR10920239	https://www.ebi.ac.uk/ena/browser/view/SAMEA112671516	GU-2022-Wallhamn-18S:plankton2_9SEP_18S	2022-09-09	https://doi.org/10.3389/fmars.2020.572680	38811	DNA sequence reads	Sweden	Wallhamn	2	2	58.00509421	11.70221012	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:d116482b65ceaff4e43ac6442f187fa3	Paracalanus parvus	Crustacea	Arthropoda	Maxillopoda	Paracalanus	parvus		species	Domain = 'Eukaryota'
7161	Potential duplicate record	GU-2022-Wallhamn-18S:plankton2_9SEP_18S:Wallhamn_ASV_128	https://ror.org/01tm6cn81	GU-2022-Wallhamn-18S	GU	18S Metabarcoding Genetic Observations of Marine Species in the Port of Wallhamn, Sweden (2022)	MaterialSample	GU-2022-Wallhamn-18S:plankton2_9SEP_18S:Wallhamn_ASV_128	540	DNA sequence reads	By data provider: Opisthokonta|Metazoa|Ctenophora|Ctenophora_X|Ctenophora_XX|Mnemiopsis|Mnemiopsis_leidyi||; By ASV portal: Obazoa|Opisthokonta|Ctenophora|Ctenophora_X|Ctenophora_XX|Mnemiopsis|leidyi||	https://www.ebi.ac.uk/ena/browser/view/ERR10920239	https://www.ebi.ac.uk/ena/browser/view/SAMEA112671516	GU-2022-Wallhamn-18S:plankton2_9SEP_18S	2022-09-09	https://doi.org/10.3389/fmars.2020.572680	38811	DNA sequence reads	Sweden	Wallhamn	2	2	58.00509421	11.70221012	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 0.73	ASV:f5041e471a3e38b30ca49f1b40af80df	Mnemiopsis leidyi	Ctenophora_X	Ctenophora	Ctenophora_XX	Mnemiopsis	leidyi		species	Domain = 'Eukaryota'
7171	Potential duplicate record	GU-2022-Wallhamn-18S:plankton2_9SEP_18S:Wallhamn_ASV_1350	https://ror.org/01tm6cn81	GU-2022-Wallhamn-18S	GU	18S Metabarcoding Genetic Observations of Marine Species in the Port of Wallhamn, Sweden (2022)	MaterialSample	GU-2022-Wallhamn-18S:plankton2_9SEP_18S:Wallhamn_ASV_1350	16	DNA sequence reads	By data provider: Alveolata|Dinoflagellata|Noctilucophyceae|Noctilucales|Noctilucaceae|Noctiluca|Noctiluca_scintillans||; By ASV portal: TSAR|Alveolata|Noctilucophyceae|Noctilucales|Noctilucaceae|Noctiluca|scintillans||	https://www.ebi.ac.uk/ena/browser/view/ERR10920239	https://www.ebi.ac.uk/ena/browser/view/SAMEA112671516	GU-2022-Wallhamn-18S:plankton2_9SEP_18S	2022-09-09	https://doi.org/10.3389/fmars.2020.572680	38811	DNA sequence reads	Sweden	Wallhamn	2	2	58.00509421	11.70221012	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:dfcd42912191cd5a2883b43bd622f4e5	Noctiluca scintillans	Noctilucales	Noctilucophyceae	Noctilucaceae	Noctiluca	scintillans		species	Domain = 'Eukaryota'
7176	Potential duplicate record	GU-2022-Wallhamn-18S:plankton2_9SEP_18S:Wallhamn_ASV_1472	https://ror.org/01tm6cn81	GU-2022-Wallhamn-18S	GU	18S Metabarcoding Genetic Observations of Marine Species in the Port of Wallhamn, Sweden (2022)	MaterialSample	GU-2022-Wallhamn-18S:plankton2_9SEP_18S:Wallhamn_ASV_1472	11	DNA sequence reads	By data provider: Stramenopiles|Ochrophyta|Dictyochophyceae|Dictyochophyceae_X|Rhizochromulinales|Rhizochromulina|Rhizochromulina_marina||; By ASV portal: TSAR|Stramenopiles|Dictyochophyceae|Dictyochophyceae_X|Rhizochromulinales|Rhizochromulina|marina||	https://www.ebi.ac.uk/ena/browser/view/ERR10920239	https://www.ebi.ac.uk/ena/browser/view/SAMEA112671516	GU-2022-Wallhamn-18S:plankton2_9SEP_18S	2022-09-09	https://doi.org/10.3389/fmars.2020.572680	38811	DNA sequence reads	Sweden	Wallhamn	2	2	58.00509421	11.70221012	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:5305119e65e1cd23c1e5fb712fd3b79e	Rhizochromulina marina	Dictyochophyceae_X	Dictyochophyceae	Rhizochromulinales	Rhizochromulina	marina		species	Domain = 'Eukaryota'
7177	Potential duplicate record	GU-2022-Wallhamn-18S:plankton2_9SEP_18S:Wallhamn_ASV_1473	https://ror.org/01tm6cn81	GU-2022-Wallhamn-18S	GU	18S Metabarcoding Genetic Observations of Marine Species in the Port of Wallhamn, Sweden (2022)	MaterialSample	GU-2022-Wallhamn-18S:plankton2_9SEP_18S:Wallhamn_ASV_1473	11	DNA sequence reads	By data provider: Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Chaetoceros|Chaetoceros_affinis||; By ASV portal: TSAR|Stramenopiles|Mediophyceae|Chaetocerotales|Chaetocerotaceae|Chaetoceros|affinis||	https://www.ebi.ac.uk/ena/browser/view/ERR10920239	https://www.ebi.ac.uk/ena/browser/view/SAMEA112671516	GU-2022-Wallhamn-18S:plankton2_9SEP_18S	2022-09-09	https://doi.org/10.3389/fmars.2020.572680	38811	DNA sequence reads	Sweden	Wallhamn	2	2	58.00509421	11.70221012	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:fb445c50a76f2bf70d3a85c47fae674a	Chaetoceros affinis	Chaetocerotales	Mediophyceae	Chaetocerotaceae	Chaetoceros	affinis		species	Domain = 'Eukaryota'
7180	Potential duplicate record	GU-2022-Wallhamn-18S:plankton2_9SEP_18S:Wallhamn_ASV_1507	https://ror.org/01tm6cn81	GU-2022-Wallhamn-18S	GU	18S Metabarcoding Genetic Observations of Marine Species in the Port of Wallhamn, Sweden (2022)	MaterialSample	GU-2022-Wallhamn-18S:plankton2_9SEP_18S:Wallhamn_ASV_1507	4	DNA sequence reads	By data provider: Alveolata|Ciliophora|Spirotrichea|Euplotia|Euplotidae|Moneuplotes|Moneuplotes_crassus||; By ASV portal: TSAR|Alveolata|Spirotrichea|Euplotia|Euplotidae|Moneuplotes|crassus||	https://www.ebi.ac.uk/ena/browser/view/ERR10920239	https://www.ebi.ac.uk/ena/browser/view/SAMEA112671516	GU-2022-Wallhamn-18S:plankton2_9SEP_18S	2022-09-09	https://doi.org/10.3389/fmars.2020.572680	38811	DNA sequence reads	Sweden	Wallhamn	2	2	58.00509421	11.70221012	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:28ae44d7514049333d65552214cab378	Moneuplotes crassus	Euplotia	Spirotrichea	Euplotidae	Moneuplotes	crassus		species	Domain = 'Eukaryota'
7182	Potential duplicate record	GU-2022-Wallhamn-18S:plankton2_9SEP_18S:Wallhamn_ASV_1537	https://ror.org/01tm6cn81	GU-2022-Wallhamn-18S	GU	18S Metabarcoding Genetic Observations of Marine Species in the Port of Wallhamn, Sweden (2022)	MaterialSample	GU-2022-Wallhamn-18S:plankton2_9SEP_18S:Wallhamn_ASV_1537	2	DNA sequence reads	By data provider: Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Oithona|Oithona_similis||; By ASV portal: Obazoa|Opisthokonta|Arthropoda|Crustacea|Maxillopoda|Oithona|similis||	https://www.ebi.ac.uk/ena/browser/view/ERR10920239	https://www.ebi.ac.uk/ena/browser/view/SAMEA112671516	GU-2022-Wallhamn-18S:plankton2_9SEP_18S	2022-09-09	https://doi.org/10.3389/fmars.2020.572680	38811	DNA sequence reads	Sweden	Wallhamn	2	2	58.00509421	11.70221012	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 0.89	ASV:03e206fd2bc3faf446a77232a4fdecfd	Oithona similis	Crustacea	Arthropoda	Maxillopoda	Oithona	similis		species	Domain = 'Eukaryota'
7183	Potential duplicate record	GU-2022-Wallhamn-18S:plankton2_9SEP_18S:Wallhamn_ASV_154	https://ror.org/01tm6cn81	GU-2022-Wallhamn-18S	GU	18S Metabarcoding Genetic Observations of Marine Species in the Port of Wallhamn, Sweden (2022)	MaterialSample	GU-2022-Wallhamn-18S:plankton2_9SEP_18S:Wallhamn_ASV_154	89	DNA sequence reads	By data provider: Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Chaetoceros|||; By ASV portal: TSAR|Stramenopiles|Mediophyceae|Chaetocerotales|Chaetocerotaceae|Chaetoceros|||	https://www.ebi.ac.uk/ena/browser/view/ERR10920239	https://www.ebi.ac.uk/ena/browser/view/SAMEA112671516	GU-2022-Wallhamn-18S:plankton2_9SEP_18S	2022-09-09	https://doi.org/10.3389/fmars.2020.572680	38811	DNA sequence reads	Sweden	Wallhamn	2	2	58.00509421	11.70221012	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:ee69d777489dcc19528fe048c1197cc1	Chaetoceros	Chaetocerotales	Mediophyceae	Chaetocerotaceae	Chaetoceros			genus	Domain = 'Eukaryota'
7185	Potential duplicate record	GU-2022-Wallhamn-18S:plankton2_9SEP_18S:Wallhamn_ASV_1542	https://ror.org/01tm6cn81	GU-2022-Wallhamn-18S	GU	18S Metabarcoding Genetic Observations of Marine Species in the Port of Wallhamn, Sweden (2022)	MaterialSample	GU-2022-Wallhamn-18S:plankton2_9SEP_18S:Wallhamn_ASV_1542	9	DNA sequence reads	By data provider: Opisthokonta|Metazoa|Ctenophora|Ctenophora_X|Ctenophora_XX|Mnemiopsis|Mnemiopsis_leidyi||; By ASV portal: Obazoa|Opisthokonta|Ctenophora|Ctenophora_X|Ctenophora_XX|Mnemiopsis|leidyi||	https://www.ebi.ac.uk/ena/browser/view/ERR10920239	https://www.ebi.ac.uk/ena/browser/view/SAMEA112671516	GU-2022-Wallhamn-18S:plankton2_9SEP_18S	2022-09-09	https://doi.org/10.3389/fmars.2020.572680	38811	DNA sequence reads	Sweden	Wallhamn	2	2	58.00509421	11.70221012	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 0.73	ASV:070a5bdbb7c9e1874590b785a251e524	Mnemiopsis leidyi	Ctenophora_X	Ctenophora	Ctenophora_XX	Mnemiopsis	leidyi		species	Domain = 'Eukaryota'
7186	Potential duplicate record	GU-2022-Wallhamn-18S:plankton2_9SEP_18S:Wallhamn_ASV_155	https://ror.org/01tm6cn81	GU-2022-Wallhamn-18S	GU	18S Metabarcoding Genetic Observations of Marine Species in the Port of Wallhamn, Sweden (2022)	MaterialSample	GU-2022-Wallhamn-18S:plankton2_9SEP_18S:Wallhamn_ASV_155	9	DNA sequence reads	By data provider: Stramenopiles|Ochrophyta|Chrysophyceae|Chrysophyceae_X|Chrysophyceae_Clade-C||||; By ASV portal: TSAR|Stramenopiles|Chrysophyceae||||||	https://www.ebi.ac.uk/ena/browser/view/ERR10920239	https://www.ebi.ac.uk/ena/browser/view/SAMEA112671516	GU-2022-Wallhamn-18S:plankton2_9SEP_18S	2022-09-09	https://doi.org/10.3389/fmars.2020.572680	38811	DNA sequence reads	Sweden	Wallhamn	2	2	58.00509421	11.70221012	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:5c4920ac1c2f2791e5dddb829c5c6f63	Chrysophyceae		Chrysophyceae					class	Domain = 'Eukaryota'
7187	Potential duplicate record	GU-2022-Wallhamn-18S:plankton2_9SEP_18S:Wallhamn_ASV_156	https://ror.org/01tm6cn81	GU-2022-Wallhamn-18S	GU	18S Metabarcoding Genetic Observations of Marine Species in the Port of Wallhamn, Sweden (2022)	MaterialSample	GU-2022-Wallhamn-18S:plankton2_9SEP_18S:Wallhamn_ASV_156	254	DNA sequence reads	By data provider: Opisthokonta|Metazoa|Ctenophora|Ctenophora_X|Ctenophora_XX|Mnemiopsis|Mnemiopsis_leidyi||; By ASV portal: Obazoa|Opisthokonta|Ctenophora|Ctenophora_X|Ctenophora_XX|Mnemiopsis|leidyi||	https://www.ebi.ac.uk/ena/browser/view/ERR10920239	https://www.ebi.ac.uk/ena/browser/view/SAMEA112671516	GU-2022-Wallhamn-18S:plankton2_9SEP_18S	2022-09-09	https://doi.org/10.3389/fmars.2020.572680	38811	DNA sequence reads	Sweden	Wallhamn	2	2	58.00509421	11.70221012	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 0.76	ASV:22062d46b9aad889e5bce71070e9b71e	Mnemiopsis leidyi	Ctenophora_X	Ctenophora	Ctenophora_XX	Mnemiopsis	leidyi		species	Domain = 'Eukaryota'
7189	Potential duplicate record	GU-2022-Wallhamn-18S:plankton2_9SEP_18S:Wallhamn_ASV_160	https://ror.org/01tm6cn81	GU-2022-Wallhamn-18S	GU	18S Metabarcoding Genetic Observations of Marine Species in the Port of Wallhamn, Sweden (2022)	MaterialSample	GU-2022-Wallhamn-18S:plankton2_9SEP_18S:Wallhamn_ASV_160	18	DNA sequence reads	By data provider: Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Oithona|Oithona_similis||; By ASV portal: Obazoa|Opisthokonta|Arthropoda|Crustacea|Maxillopoda|Oithona|similis||	https://www.ebi.ac.uk/ena/browser/view/ERR10920239	https://www.ebi.ac.uk/ena/browser/view/SAMEA112671516	GU-2022-Wallhamn-18S:plankton2_9SEP_18S	2022-09-09	https://doi.org/10.3389/fmars.2020.572680	38811	DNA sequence reads	Sweden	Wallhamn	2	2	58.00509421	11.70221012	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 0.93	ASV:523ba06ba3aa232aa3c93e42cc60b168	Oithona similis	Crustacea	Arthropoda	Maxillopoda	Oithona	similis		species	Domain = 'Eukaryota'
7190	Potential duplicate record	GU-2022-Wallhamn-18S:plankton2_9SEP_18S:Wallhamn_ASV_1619	https://ror.org/01tm6cn81	GU-2022-Wallhamn-18S	GU	18S Metabarcoding Genetic Observations of Marine Species in the Port of Wallhamn, Sweden (2022)	MaterialSample	GU-2022-Wallhamn-18S:plankton2_9SEP_18S:Wallhamn_ASV_1619	1	DNA sequence reads	By data provider: Opisthokonta|Metazoa|Urochordata|Urochordata_X|Ascidiacea|Ciona|Ciona_intestinalis||; By ASV portal: Obazoa|Opisthokonta|Urochordata|Urochordata_X|Ascidiacea|Ciona|intestinalis||	https://www.ebi.ac.uk/ena/browser/view/ERR10920239	https://www.ebi.ac.uk/ena/browser/view/SAMEA112671516	GU-2022-Wallhamn-18S:plankton2_9SEP_18S	2022-09-09	https://doi.org/10.3389/fmars.2020.572680	38811	DNA sequence reads	Sweden	Wallhamn	2	2	58.00509421	11.70221012	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:e443ae7b473a1995ddf620466346c082	Ciona intestinalis	Urochordata_X	Urochordata	Ascidiacea	Ciona	intestinalis		species	Domain = 'Eukaryota'
7191	Potential duplicate record	GU-2022-Wallhamn-18S:plankton2_9SEP_18S:Wallhamn_ASV_1620	https://ror.org/01tm6cn81	GU-2022-Wallhamn-18S	GU	18S Metabarcoding Genetic Observations of Marine Species in the Port of Wallhamn, Sweden (2022)	MaterialSample	GU-2022-Wallhamn-18S:plankton2_9SEP_18S:Wallhamn_ASV_1620	7	DNA sequence reads	By data provider: Opisthokonta|Metazoa|Ctenophora|Ctenophora_X|Ctenophora_XX|Mnemiopsis|Mnemiopsis_leidyi||; By ASV portal: Obazoa|Opisthokonta|Ctenophora|Ctenophora_X|Ctenophora_XX|Mnemiopsis|leidyi||	https://www.ebi.ac.uk/ena/browser/view/ERR10920239	https://www.ebi.ac.uk/ena/browser/view/SAMEA112671516	GU-2022-Wallhamn-18S:plankton2_9SEP_18S	2022-09-09	https://doi.org/10.3389/fmars.2020.572680	38811	DNA sequence reads	Sweden	Wallhamn	2	2	58.00509421	11.70221012	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 0.66	ASV:efe1f6844190025addfd3cd560ff55a6	Mnemiopsis leidyi	Ctenophora_X	Ctenophora	Ctenophora_XX	Mnemiopsis	leidyi		species	Domain = 'Eukaryota'
7194	Potential duplicate record	GU-2022-Wallhamn-18S:plankton2_9SEP_18S:Wallhamn_ASV_1658	https://ror.org/01tm6cn81	GU-2022-Wallhamn-18S	GU	18S Metabarcoding Genetic Observations of Marine Species in the Port of Wallhamn, Sweden (2022)	MaterialSample	GU-2022-Wallhamn-18S:plankton2_9SEP_18S:Wallhamn_ASV_1658	6	DNA sequence reads	By data provider: Alveolata|Ciliophora|Spirotrichea|Euplotia|Euplotidae|Moneuplotes|Moneuplotes_crassus||; By ASV portal: TSAR|Alveolata|Spirotrichea|Euplotia|Euplotidae|Moneuplotes|crassus||	https://www.ebi.ac.uk/ena/browser/view/ERR10920239	https://www.ebi.ac.uk/ena/browser/view/SAMEA112671516	GU-2022-Wallhamn-18S:plankton2_9SEP_18S	2022-09-09	https://doi.org/10.3389/fmars.2020.572680	38811	DNA sequence reads	Sweden	Wallhamn	2	2	58.00509421	11.70221012	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:53f340606e7250af17bedf222f274ca8	Moneuplotes crassus	Euplotia	Spirotrichea	Euplotidae	Moneuplotes	crassus		species	Domain = 'Eukaryota'
7198	Potential duplicate record	GU-2022-Wallhamn-18S:plankton2_9SEP_18S:Wallhamn_ASV_170	https://ror.org/01tm6cn81	GU-2022-Wallhamn-18S	GU	18S Metabarcoding Genetic Observations of Marine Species in the Port of Wallhamn, Sweden (2022)	MaterialSample	GU-2022-Wallhamn-18S:plankton2_9SEP_18S:Wallhamn_ASV_170	5	DNA sequence reads	By data provider: Alveolata|Dinoflagellata|Syndiniales|Dino-Group-I|Dino-Group-I-Clade-1|Dino-Group-I-Clade-1_X|Dino-Group-I-Clade-1_X_sp.||; By ASV portal: TSAR|Alveolata|Syndiniales|Dino-Group-I|Dino-Group-I-Clade-1|Dino-Group-I-Clade-1_X|||	https://www.ebi.ac.uk/ena/browser/view/ERR10920239	https://www.ebi.ac.uk/ena/browser/view/SAMEA112671516	GU-2022-Wallhamn-18S:plankton2_9SEP_18S	2022-09-09	https://doi.org/10.3389/fmars.2020.572680	38811	DNA sequence reads	Sweden	Wallhamn	2	2	58.00509421	11.70221012	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:902c4158668ec2b926d3efd439ff6fe4	Dino-Group-I-Clade-1_X	Dino-Group-I	Syndiniales	Dino-Group-I-Clade-1	Dino-Group-I-Clade-1_X			genus	Domain = 'Eukaryota'
7201	Potential duplicate record	GU-2022-Wallhamn-18S:plankton2_9SEP_18S:Wallhamn_ASV_174	https://ror.org/01tm6cn81	GU-2022-Wallhamn-18S	GU	18S Metabarcoding Genetic Observations of Marine Species in the Port of Wallhamn, Sweden (2022)	MaterialSample	GU-2022-Wallhamn-18S:plankton2_9SEP_18S:Wallhamn_ASV_174	36	DNA sequence reads	By data provider: Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Paracalanus|Paracalanus_parvus||; By ASV portal: Obazoa|Opisthokonta|Arthropoda|Crustacea|Maxillopoda|Paracalanus|parvus||	https://www.ebi.ac.uk/ena/browser/view/ERR10920239	https://www.ebi.ac.uk/ena/browser/view/SAMEA112671516	GU-2022-Wallhamn-18S:plankton2_9SEP_18S	2022-09-09	https://doi.org/10.3389/fmars.2020.572680	38811	DNA sequence reads	Sweden	Wallhamn	2	2	58.00509421	11.70221012	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:26dcd0ce0973a5ffa8b7e0c996d45cb1	Paracalanus parvus	Crustacea	Arthropoda	Maxillopoda	Paracalanus	parvus		species	Domain = 'Eukaryota'
7210	Potential duplicate record	GU-2022-Wallhamn-18S:plankton2_9SEP_18S:Wallhamn_ASV_1912	https://ror.org/01tm6cn81	GU-2022-Wallhamn-18S	GU	18S Metabarcoding Genetic Observations of Marine Species in the Port of Wallhamn, Sweden (2022)	MaterialSample	GU-2022-Wallhamn-18S:plankton2_9SEP_18S:Wallhamn_ASV_1912	2	DNA sequence reads	By data provider: Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Chaetoceros|Chaetoceros_cf_vixvisibilis||; By ASV portal: TSAR|Stramenopiles|Mediophyceae|Chaetocerotales|Chaetocerotaceae|Chaetoceros|||	https://www.ebi.ac.uk/ena/browser/view/ERR10920239	https://www.ebi.ac.uk/ena/browser/view/SAMEA112671516	GU-2022-Wallhamn-18S:plankton2_9SEP_18S	2022-09-09	https://doi.org/10.3389/fmars.2020.572680	38811	DNA sequence reads	Sweden	Wallhamn	2	2	58.00509421	11.70221012	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:d9c19e8f5dadb74767ee18eb396a8421	Chaetoceros	Chaetocerotales	Mediophyceae	Chaetocerotaceae	Chaetoceros			genus	Domain = 'Eukaryota'
